p8
VisualSearchTask
03/10/2015	15:05:00

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Loc	Color
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 4	response_target_f		g	Pressed	f	E	714						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 4	response_cue	1	1	Pressed	1; e	C	2282						SL	DC
groupB	p8	BlueYellow_Block1	YB_NCRight, 1	response_target_j	j	j	Pressed	j	C	656							
groupB	p8	BlueYellow_Block1	YB_NCRight, 1	response_no_cue	1	1	Pressed	2; i	E	1632							
groupB	p8	BlueYellow_Block1	YB_ssright_1, 7	response_target_j	j	j	Pressed	j	C	585						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 7	response_cue	1	1	Pressed	1; e	C	1209						SL	SC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 2	response_target_f	j	j	Pressed	f	E	634						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 2	response_cue	1	1	Pressed	1; e	C	1274						SL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 4	response_target_f	j	j	Pressed	f	E	874						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 4	response_cue	1	1	Pressed	1; e	C	1946						DL	DC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 1	response_target_j	j	j	Pressed	j	C	763						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 1	response_cue	1	1	Pressed	1; e	C	1131						DL	SC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 1	response_target_j	j	j	Pressed	j	C	624						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 1	response_cue	1	1	Pressed	1; e	C	976						SL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 6	response_target_f		g	Pressed	f	E	1095						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 6	response_cue	1	1	Pressed	1; e	C	1415						DL	DC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 2	response_target_f		g	Pressed	f	E	943						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 2	response_cue	1	1	Pressed	1; e	C	1231						SL	SC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 4	response_target_j	j	j	Pressed	j	C	1244						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 4	response_cue	2	2	Pressed	1; e	E	1644						DL	DC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 7	response_target_f		g	Pressed	f	E	1036						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 7	response_cue	1	1	Pressed	1; e	C	1660						DL	SC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 2	response_target_f		g	Pressed	f	E	716						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 2	response_cue	1	1	Pressed	1; e	C	1068						DL	DC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 3	response_target_f		g	Pressed	f	E	528						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 3	response_cue	1	1	Pressed	1; e	C	768						SL	SC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 5	response_target_f		g	Pressed	f	E	692						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 5	response_cue	1	1	Pressed	1; e	C	1028						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 3	response_target_j	j	j	Pressed	j	C	938						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddright_1, 3	response_cue	1	1	Pressed	1; e	C	1290						DL	DC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 1	response_target_j	j	j	Pressed	j	C	934						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 1	response_cue	1	1	Pressed	1; e	C	1158						SL	SC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 4	response_target_j	j	j	Pressed	j	C	954						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 4	response_cue	1	1	Pressed	1; e	C	1146						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 9	response_target_j	j	j	Pressed	j	C	794						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 9	response_cue	1	1	Pressed	1; e	C	1050						SL	DC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 9	response_target_j	j	j	Pressed	j	C	755						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 9	response_cue	1	1	Pressed	1; e	C	979						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 6	response_target_j	j	j	Pressed	j	C	578						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 6	response_cue	1	1	Pressed	1; e	C	818						SL	SC
groupB	p8	BlueYellow_Block1	YB_NCRight, 3	response_target_j	j	j	Pressed	j	C	669							
